#{"t_start": 1697827651.0065866, "env_id": "None"}
r,l,t,rendimiento,porfolio,comision
-0.073047094,100,14.830969,0.9295570744351744,[0.28 0.18 0.   0.27 0.18 0.09],0.0018009270131587988
-0.2026238,100,14.831014,0.8165854019049618,[0.09887999 0.18169573 0.17909311 0.18119603 0.         0.35913512],0.0012015519928187132
-0.015657008,100,14.831059,0.9844649203359167,[0.         0.20989634 0.29316077 0.         0.211145   0.2857979 ],0.0015500000208616255
-0.18672992,100,14.831104,0.8296678314944065,[0.         0.         0.13937919 0.28860563 0.4318679  0.14014728],0.0016899332948029041
-0.42624727,100,14.831163,0.6529548678426406,[0.29814297 0.13674082 0.         0.13577925 0.29162905 0.1377079 ],0.0019341027034446593
-0.17462498,100,17.931594,0.839771880247183,[0.         0.2980754  0.39959148 0.30233312 0.         0.        ],0.002155319005250931
-0.1261295,100,17.93173,0.8815006852964359,[0.2  0.13 0.27 0.2  0.2  0.  ],0.0013413118943572044
-0.1576386,100,17.931795,0.854158426089107,[0.24141964 0.2292921  0.1505891  0.         0.14801612 0.23068304],0.0009549117513000963
-0.2217046,100,17.931849,0.8011519665307185,[0.00977431 0.         0.         0.36870736 0.12171366 0.49980468],0.002450000034272671
-0.14040181,100,17.931898,0.8690089983113973,[0.19 0.17 0.13 0.17 0.17 0.17],0.0014098978221416469
-0.10055975,100,17.931942,0.9043311129525765,[0.         0.21045308 0.         0.2889646  0.21348906 0.28709328],0.0028410754024982454
-0.10108594,100,17.931988,0.9038553620263562,[0.28965268 0.         0.14022495 0.1394897  0.         0.43063268],0.002445643475651741
-0.19506449,100,17.932031,0.8227816237777223,[0.17 0.25 0.   0.33 0.17 0.08],0.001501286979392171
-0.100305006,100,21.031874,0.9045614560256859,[0.17 0.08 0.17 0.17 0.33 0.08],0.0016557240602560336
-0.13447234,100,21.032014,0.8741770328185031,[0.18797854 0.         0.18019491 0.         0.36144394 0.2703826 ],0.0009000000320374965
-0.20623916,100,21.032085,0.8136384428788449,[0.11026783 0.17030874 0.21799545 0.22043714 0.22106789 0.05992296],0.0012000000260770321
-0.26331478,100,21.032139,0.7684999583583599,[0.29 0.   0.21 0.07 0.29 0.14],0.0017462531104683876
-0.18152949,100,21.032185,0.8339936776332151,[0.00988435 0.21753763 0.21780518 0.22066909 0.22290982 0.11119393],0.00159911420121789
-0.21032491,100,21.032231,0.8103209096462074,[0.08131723 0.28880635 0.22208865 0.13486065 0.06380796 0.20911917],0.001290385290235281
-0.23777257,100,21.032277,0.7883819753121191,[0.1941173  0.15084146 0.15281042 0.15399441 0.19716763 0.15106878],0.002
-0.19267687,100,21.032321,0.8247483991915354,[0.38398337 0.         0.         0.37443805 0.         0.24157858],0.002293196003884077
-0.1293132,100,24.132509,0.8786987480278036,[0.00981395 0.27104306 0.17972898 0.08921406 0.3598624  0.09033757],0.0020971968635916712
-0.19466306,100,24.132655,0.8231119214347299,[0.29877135 0.         0.40040526 0.30082342 0.         0.        ],0.002101999931037426
-0.19916682,100,24.132722,0.8194131914503239,[0.         0.299609   0.30083072 0.         0.39956027 0.        ],0.00313394233584404
-0.20338906,100,24.132774,0.8159607003448588,[0.22109096 0.14061269 0.28891072 0.1405831  0.         0.20880252],0.0021500000186264515
-0.10016756,100,24.132824,0.904685836094198,[0.1  0.09 0.18 0.36 0.18 0.09],0.0011408530414104459
-0.2718355,100,24.132874,0.761979599849407,[0.19194558 0.05765224 0.25256    0.18998593 0.18878545 0.11907079],0.002216809906810522
-0.4250318,100,24.132925,0.6537489594389895,[0.09 0.33 0.25 0.   0.33 0.  ],0.0023088456496596337
-0.093858086,100,24.132968,0.9104119395790631,[0.26007178 0.3306935  0.08049919 0.07955182 0.08085281 0.1683309 ],0.0012309728190302849
